Pokemon_1 ,Type_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2 ,Type_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index
Sudowoodo,Rock,70,100,115,30,315,Rampardos,Rock,97,165,60,58,280,1,15647
Politoed,Water,90,75,75,70,310,Regirock,Rock,80,100,200,50,280,1,15648
Hoppip,Grass,35,35,40,50,160,Rockruff,Rock,45,65,40,60,140,1,15649
Skiploom,Grass,55,45,50,80,230,Roggenrola,Rock,55,75,85,15,140,1,15650
Jumpluff,Grass,75,55,70,110,310,Rolycoly,Rock,30,40,50,30,40,1,15651
Aipom,Normal,55,70,55,85,265,Shieldon,Rock,30,42,118,30,202.5,1,15652
Sunkern,Grass,30,30,30,30,120,Solrock,Rock,90,95,85,70,280,0,15653
Sunflora,Grass,75,75,55,30,235,Stakataka,Rock,61,131,211,13,341,0,15654
Yanma,Bug,65,65,45,95,270,Stonjourner,Rock,100,125,135,70,365,0,15655
Wooper,Water,55,45,45,15,160,Sudowoodo,Rock,70,100,115,30,225,0,15656
Quagsire,Water,95,85,85,35,300,Terrakion,Rock,91,129,90,108,248,1,15657
Espeon,Psychic,65,65,60,110,300,Tyranitar,Rock,100,134,110,61,405,0,15658
Umbreon,Dark,95,65,110,65,335,Tyrantrum,Rock,82,121,119,71,328,1,15659
Murkrow,Dark,60,85,42,91,278,Tyrunt,Rock,58,89,77,48,187,1,15660
Slowking,Water,95,75,80,30,280,Aerodactyl,Rock,80,105,65,130,230,1,15661
Misdreavus,Ghost,60,60,60,85,265,Alolan Geodude,Rock,40,80,100,20,180,1,15662
Unown,Psychic,48,72,48,48,216,Alolan Golem,Rock,80,120,130,45,303,0,15663
Wobbuffet,Psychic,190,33,58,33,314,Alolan Graveler,Rock,55,95,115,35,267,1,15664
Girafarig,Normal,70,80,65,85,300,Amaura,Rock,77,59,50,46,192,1,15665
Pineco,Bug,50,65,90,15,220,Anorith,Rock,45,95,50,75,200,1,15666
Forretress,Bug,75,90,140,40,345,Archen,Rock,55,112,45,70,237,1,15667
Dunsparce,Normal,100,70,70,45,285,Archeops,Rock,75,140,65,110,355,0,15668
Gligar,Ground,65,75,105,85,330,Armaldo,Rock,75,125,100,45,270,1,15669
Steelix,Steel,75,85,200,30,390,Aurorus,Rock,123,77,72,58,-10,1,15670
Mega Steelix,Steel,75,125,230,30,460,Barbaracle,Rock,72,105,115,68,235,1,15671
Snubbull,Fairy,60,80,50,30,220,Bastiodon,Rock,60,52,168,30,270,0,15672
Granbull,Fairy,90,120,75,45,330,Binacle,Rock,42,52,67,50,91,1,15673
Qwilfish,Water,65,95,85,85,330,Boldore,Rock,70,105,105,20,110,1,15674
Scizor,Bug,70,130,100,65,365,Bonsly,Rock,50,80,95,10,105,1,15675
Mega Scizor,Bug,70,150,140,75,435,Carbink,Rock,50,50,150,50,225,1,15676
Shuckle,Bug,20,10,230,5,265,Carkol,Rock,80,60,90,50,275,0,15677
Heracross,Bug,80,125,75,85,365,Coalossal,Rock,110,80,120,30,277.5,1,15678
Mega Heracross,Bug,80,185,115,75,455,Cradily,Rock,86,81,97,43,-63,1,15679
Sneasel,Dark,55,95,55,115,320,Cranidos,Rock,67,125,40,58,195,1,15680
Teddiursa,Normal,60,80,50,40,230,Diancie,Rock,50,100,150,50,310,0,15681
Ursaring,Normal,90,130,75,55,350,Geodude,Rock,40,80,100,20,175,1,15682
Slugma,Fire,40,40,40,20,140,Gigalith,Rock,85,135,130,25,355,0,15683
Magcargo,Fire,60,50,120,30,260,Golem,Rock,80,120,130,45,350,0,15684
Swinub,Ice,50,50,40,50,190,Graveler,Rock,55,95,115,35,200,0,15685
Piloswine,Ice,100,100,80,50,330,Kabuto,Rock,30,80,90,55,205,1,15686
Corsola,Water,65,55,95,35,250,Kabutops,Rock,60,115,105,80,305,0,15687
Galarian Corsola,Ghost,60,55,100,30,245,Larvitar,Rock,50,64,50,41,150,1,15688
Remoraid,Water,35,65,35,65,200,Lileep,Rock,66,41,77,23,142,1,15689
Octillery,Water,75,105,75,45,300,Lunatone,Rock,90,55,65,70,70,1,15690
Delibird,Ice,45,55,45,75,220,Lycanroc Dusk Form,Rock,75,117,65,110,312,0,15691
Mantine,Water,85,40,70,70,265,Lycanroc Midday Form,Rock,75,115,65,112,287,0,15692
Skarmory,Steel,65,80,140,70,355,Lycanroc Midnight Form,Rock,85,115,75,82,197,1,15693
Houndour,Dark,45,60,30,65,200,Mega Aerodactyl,Rock,80,135,85,150,390,0,15694
Houndoom,Dark,75,90,50,95,310,Mega Diancie,Rock,50,160,110,110,385,0,15695
Mega Houndoom,Dark,75,90,90,115,370,Mega Tyranitar,Rock,100,164,150,71,440,0,15696
Kingdra,Water,75,95,95,85,350,Minior Core Form,Rock,60,100,60,120,150,1,15697
Phanpy,Ground,90,60,60,40,250,Minior Meteor Form,Rock,60,60,100,60,280,0,15698
Donphan,Ground,90,120,120,50,380,Nihilego,Rock,109,53,47,103,-168,1,15699
Porygon2,Normal,85,80,90,60,315,Nosepass,Rock,30,45,135,30,200,1,15700
Stantler,Normal,73,95,62,85,315,Omanyte,Rock,35,40,100,35,162.5,1,15701
Smeargle,Normal,55,20,35,75,185,Omastar,Rock,70,60,125,55,300,0,15702
Tyrogue,Fighting,35,35,35,35,140,Onix,Rock,35,45,160,70,275,0,15703
Hitmontop,Fighting,50,95,95,70,310,Own Tempo Rockruff,Rock,45,65,40,60,115,1,15704
Smoochum,Ice,45,30,15,65,155,Probopass,Rock,60,55,145,40,285,0,15705
Elekid,Electric,45,63,37,95,240,Pupitar,Rock,70,84,70,51,275,0,15706
Magby,Fire,45,75,37,83,240,Rampardos,Rock,97,165,60,58,342.5,0,15707
Miltank,Normal,95,80,105,100,380,Regirock,Rock,80,100,200,50,390,0,15708
Blissey,Normal,255,10,10,55,330,Rockruff,Rock,45,65,40,60,205,1,15709
Raikou,Electric,90,85,75,115,365,Roggenrola,Rock,55,75,85,15,145,1,15710
Entei,Fire,115,115,85,100,415,Rolycoly,Rock,30,40,50,30,92.5,1,15711
Suicune,Water,100,75,115,85,375,Shieldon,Rock,30,42,118,30,70,1,15712
Larvitar,Rock,50,64,50,41,205,Solrock,Rock,90,95,85,70,276,0,15713
Pupitar,Rock,70,84,70,51,275,Stakataka,Rock,61,131,211,13,374,0,15714
Tyranitar,Rock,100,134,110,61,405,Stonjourner,Rock,100,125,135,70,296,1,15715
Mega Tyranitar,Rock,100,164,150,71,485,Sudowoodo,Rock,70,100,115,30,151,1,15716
Lugia,Psychic,106,90,130,110,436,Terrakion,Rock,91,129,90,108,238,1,15717
Ho-oh,Fire,106,130,90,90,416,Tyranitar,Rock,100,134,110,61,340,1,15718
Celebi,Psychic,100,100,100,100,400,Tyrantrum,Rock,82,121,119,71,293,1,15719
Treecko,Grass,40,45,35,70,190,Tyrunt,Rock,58,89,77,48,227,0,15720
Grovyle,Grass,50,65,45,95,255,Aerodactyl,Rock,80,105,65,130,315,0,15721
Sceptile,Grass,70,85,65,120,340,Alolan Geodude,Rock,40,80,100,20,70,1,15722
Mega Sceptile,Grass,70,110,75,145,400,Alolan Golem,Rock,80,120,130,45,155,1,15723
Torchic,Fire,45,60,40,45,190,Alolan Graveler,Rock,55,95,115,35,270,0,15724
Combusken,Fire,60,85,60,55,260,Amaura,Rock,77,59,50,46,147,1,15725
Blaziken,Fire,80,120,70,80,350,Anorith,Rock,45,95,50,75,145,1,15726
Mega Blaziken,Fire,80,160,80,100,420,Archen,Rock,55,112,45,70,202,1,15727
Mudkip,Water,50,70,50,40,210,Archeops,Rock,75,140,65,110,250,0,15728
Marshtomp,Water,70,85,70,50,275,Armaldo,Rock,75,125,100,45,175,1,15729
Swampert,Water,100,110,90,60,360,Aurorus,Rock,123,77,72,58,110,1,15730
Mega Swampert,Water,100,150,110,70,430,Barbaracle,Rock,72,105,115,68,210,1,15731
Poochyena,Dark,35,55,35,35,160,Bastiodon,Rock,60,52,168,30,255,0,15732
Mightyena,Dark,70,90,70,70,300,Binacle,Rock,42,52,67,50,121,1,15733
Zigzagoon,Normal,38,30,41,60,169,Boldore,Rock,70,105,105,20,285,0,15734
Galarian Zigzagoon,Dark,38,30,41,60,169,Bonsly,Rock,50,80,95,10,205,0,15735
Linoone,Normal,78,70,61,100,309,Carbink,Rock,50,50,150,50,265,1,15736
Galarian Linoone,Dark,78,70,61,100,309,Carkol,Rock,80,60,90,50,210,1,15737
Wurmple,Bug,45,45,35,20,145,Coalossal,Rock,110,80,120,30,317.5,0,15738
Silcoon,Bug,50,35,55,15,155,Cradily,Rock,86,81,97,43,237,0,15739
Beautifly,Bug,60,70,50,65,245,Cranidos,Rock,67,125,40,58,220,1,15740
Cascoon,Bug,50,35,55,15,155,Diancie,Rock,50,100,150,50,332.5,0,15741
Dustox,Bug,60,50,70,65,245,Geodude,Rock,40,80,100,20,190,1,15742
Lotad,Water,40,30,30,30,130,Gigalith,Rock,85,135,130,25,315,0,15743
Lombre,Water,60,50,50,50,210,Golem,Rock,80,120,130,45,175,1,15744
Ludicolo,Water,80,70,70,70,290,Graveler,Rock,55,95,115,35,20,1,15745
Seedot,Grass,40,40,50,30,160,Kabuto,Rock,30,80,90,55,95,1,15746
Nuzleaf,Grass,70,70,40,60,240,Kabutops,Rock,60,115,105,80,80,1,15747
Shiftry,Grass,90,100,60,80,330,Larvitar,Rock,50,64,50,41,-195,1,15748
Taillow,Normal,40,55,30,85,210,Lileep,Rock,66,41,77,23,179.5,1,15749
Swellow,Normal,60,85,60,125,330,Lunatone,Rock,90,55,65,70,237.5,1,15750
Wingull,Water,40,30,30,85,185,Lycanroc Dusk Form,Rock,75,117,65,110,307,0,15751
Pelipper,Water,60,50,100,65,275,Lycanroc Midday Form,Rock,75,115,65,112,267,1,15752
Ralts,Psychic,28,25,25,40,118,Lycanroc Midnight Form,Rock,85,115,75,82,332,0,15753
Kirlia,Psychic,38,35,35,50,158,Mega Aerodactyl,Rock,80,135,85,150,415,0,15754
Gardevoir,Psychic,68,65,65,80,278,Mega Diancie,Rock,50,160,110,110,365,0,15755
Mega Gardevoir,Psychic,68,85,65,100,318,Mega Tyranitar,Rock,100,164,150,71,485,0,15756
Surskit,Bug,40,30,32,65,167,Minior Core Form,Rock,60,100,60,120,325,0,15757
Masquerain,Bug,70,60,62,80,272,Minior Meteor Form,Rock,60,60,100,60,250,1,15758
Shroomish,Grass,60,40,60,35,195,Nihilego,Rock,109,53,47,103,272,0,15759
Breloom,Grass,60,130,80,70,340,Nosepass,Rock,30,45,135,30,-20,1,15760
Slakoth,Normal,60,60,60,30,210,Omanyte,Rock,35,40,100,35,180,1,15761
Vigoroth,Normal,80,80,80,90,330,Omastar,Rock,70,60,125,55,270,1,15762
Slaking,Normal,150,160,100,100,510,Onix,Rock,35,45,160,70,230,1,15763
Nincada,Bug,31,45,90,40,206,Own Tempo Rockruff,Rock,45,65,40,60,165,1,15764
Ninjask,Bug,61,90,45,160,356,Probopass,Rock,60,55,145,40,255,1,15765
Shedinja,Bug,1,90,45,40,176,Pupitar,Rock,70,84,70,51,185,0,15766
Whismur,Normal,64,51,23,28,166,Rampardos,Rock,97,165,60,58,354.5,0,15767
Loudred,Normal,84,71,43,48,246,Regirock,Rock,80,100,200,50,394.5,0,15768
Exploud,Normal,104,91,63,68,326,Rockruff,Rock,45,65,40,60,164.5,1,15769
Makuhita,Fighting,72,60,30,25,187,Roggenrola,Rock,55,75,85,15,170,1,15770
Hariyama,Fighting,144,120,60,50,374,Rolycoly,Rock,30,40,50,30,30,1,15771
Azurill,Normal,50,20,40,20,130,Shieldon,Rock,30,42,118,30,215,0,15772
Nosepass,Rock,30,45,135,30,240,Solrock,Rock,90,95,85,70,295,0,15773
Skitty,Normal,50,45,45,50,190,Stakataka,Rock,61,131,211,13,404.75,0,15774
Delcatty,Normal,70,65,65,90,290,Stonjourner,Rock,100,125,135,70,397.5,0,15775
Sableye,Dark,50,75,75,50,250,Sudowoodo,Rock,70,100,115,30,240,1,15776
Mega Sableye,Dark,50,85,125,20,280,Terrakion,Rock,91,129,90,108,375.5,0,15777
Mawile,Steel,50,85,85,50,270,Tyranitar,Rock,100,134,110,61,235,1,15778
Mega Mawile,Steel,50,105,125,50,330,Tyrantrum,Rock,82,121,119,71,183,1,15779
Aron,Steel,50,70,100,30,250,Tyrunt,Rock,58,89,77,48,132,1,15780
Lairon,Steel,60,90,140,40,330,Aerodactyl,Rock,80,105,65,130,200,1,15781
Aggron,Steel,70,110,180,50,410,Alolan Geodude,Rock,40,80,100,20,130,1,15782
Mega Aggron,Steel,70,140,230,50,490,Alolan Golem,Rock,80,120,130,45,235,1,15783
Meditite,Fighting,30,40,55,60,185,Alolan Graveler,Rock,55,95,115,35,260,0,15784
Medicham,Fighting,60,60,75,80,275,Amaura,Rock,77,59,50,46,172,1,15785
Mega Medicham,Fighting,60,100,85,100,345,Anorith,Rock,45,95,50,75,165,1,15786
Electrike,Electric,40,45,40,65,190,Archen,Rock,55,112,45,70,192,0,15787
Manectric,Electric,70,75,60,105,310,Archeops,Rock,75,140,65,110,240,1,15788
Mega Manectric,Electric,70,75,80,135,360,Armaldo,Rock,75,125,100,45,270,1,15789
Plusle,Electric,60,50,40,95,245,Aurorus,Rock,123,77,72,58,280,0,15790
Minun,Electric,60,40,50,95,245,Barbaracle,Rock,72,105,115,68,280,0,15791
Volbeat,Bug,65,73,75,85,298,Bastiodon,Rock,60,52,168,30,273.5,1,15792
Illumise,Bug,65,47,75,85,272,Binacle,Rock,42,52,67,50,164,1,15793
Roselia,Grass,50,60,45,65,220,Boldore,Rock,70,105,105,20,180,1,15794
Gulpin,Poison,70,43,53,40,206,Bonsly,Rock,50,80,95,10,213.5,0,15795
Swalot,Poison,100,73,83,55,311,Carbink,Rock,50,50,150,50,227,1,15796
Carvanha,Water,45,90,20,65,220,Carkol,Rock,80,60,90,50,-80,1,15797
Sharpedo,Water,70,120,40,95,325,Coalossal,Rock,110,80,120,30,-140,1,15798
Mega Sharpedo,Water,70,140,70,105,385,Cradily,Rock,86,81,97,43,167,1,15799
Wailmer,Water,130,70,35,60,295,Cranidos,Rock,67,125,40,58,150,1,15800
Wailord,Water,170,90,45,60,365,Diancie,Rock,50,100,150,50,170,1,15801
Numel,Fire,60,60,40,35,195,Geodude,Rock,40,80,100,20,210,0,15802
Camerupt,Fire,70,100,70,40,280,Gigalith,Rock,85,135,130,25,325,0,15803
Mega Camerupt,Fire,70,120,100,20,310,Golem,Rock,80,120,130,45,315,0,15804
Torkoal,Fire,70,85,140,20,315,Graveler,Rock,55,95,115,35,257.5,1,15805
Spoink,Psychic,60,25,35,60,180,Kabuto,Rock,30,80,90,55,230,0,15806
Grumpig,Psychic,80,45,65,80,270,Kabutops,Rock,60,115,105,80,315,0,15807
Spinda,Normal,60,60,60,60,240,Larvitar,Rock,50,64,50,41,175,1,15808
Trapinch,Ground,45,100,45,10,200,Lileep,Rock,66,41,77,23,107,1,15809
Vibrava,Ground,50,70,50,70,240,Lunatone,Rock,90,55,65,70,280,0,15810
Flygon,Ground,80,100,80,100,360,Lycanroc Dusk Form,Rock,75,117,65,110,167,1,15811
Cacnea,Grass,50,85,40,35,210,Lycanroc Midday Form,Rock,75,115,65,112,197,1,15812
Cacturne,Grass,70,115,60,55,300,Lycanroc Midnight Form,Rock,85,115,75,82,127,1,15813
Swablu,Normal,45,40,60,50,195,Mega Aerodactyl,Rock,80,135,85,150,430,0,15814
Altaria,Dragon,75,70,90,80,315,Mega Diancie,Rock,50,160,110,110,430,0,15815
Mega Altaria,Dragon,75,110,110,80,375,Mega Tyranitar,Rock,100,164,150,71,375,0,15816
Zangoose,Normal,73,115,60,90,338,Minior Core Form,Rock,60,100,60,120,282.5,1,15817
Seviper,Poison,73,100,60,65,298,Minior Meteor Form,Rock,60,60,100,60,230,1,15818
Lunatone,Rock,90,55,65,70,280,Nihilego,Rock,109,53,47,103,257,1,15819
Solrock,Rock,90,95,85,70,340,Nosepass,Rock,30,45,135,30,145,1,15820
Barboach,Water,50,48,43,60,201,Omanyte,Rock,35,40,100,35,162,1,15821
Whiscash,Water,110,78,73,60,321,Omastar,Rock,70,60,125,55,232,1,15822
Corphish,Water,43,80,65,35,223,Onix,Rock,35,45,160,70,-10,1,15823
Crawdaunt,Water,63,120,85,55,323,Own Tempo Rockruff,Rock,45,65,40,60,-30,1,15824
Baltoy,Ground,40,40,55,55,190,Probopass,Rock,60,55,145,40,140,1,15825
Claydol,Ground,60,70,105,75,310,Pupitar,Rock,70,84,70,51,135,1,15826
Lileep,Rock,66,41,77,23,207,Rampardos,Rock,97,165,60,58,339,0,15827
Cradily,Rock,86,81,97,43,307,Regirock,Rock,80,100,200,50,349,0,15828
Anorith,Rock,45,95,50,75,265,Rockruff,Rock,45,65,40,60,115,1,15829
Armaldo,Rock,75,125,100,45,345,Roggenrola,Rock,55,75,85,15,105,1,15830
Feebas,Water,20,15,20,80,135,Rolycoly,Rock,30,40,50,30,120,1,15831
Milotic,Water,95,60,79,81,315,Shieldon,Rock,30,42,118,30,100,1,15832
Castform,Normal,70,70,70,70,280,Solrock,Rock,90,95,85,70,305,0,15833
Castform Sunny Form,Fire,70,70,70,70,280,Stakataka,Rock,61,131,211,13,346,0,15834
Castform Rainy Form,Water,70,70,70,70,280,Stonjourner,Rock,100,125,135,70,290,0,15835
Castform Snowy Form,Ice,70,70,70,70,280,Sudowoodo,Rock,70,100,115,30,245,1,15836
Kecleon,Normal,60,90,70,40,260,Terrakion,Rock,91,129,90,108,373,0,15837
Shuppet,Ghost,44,75,35,45,199,Tyranitar,Rock,100,134,110,61,367.5,0,15838
Banette,Ghost,64,115,65,65,309,Tyrantrum,Rock,82,121,119,71,278,1,15839
Mega Banette,Ghost,64,165,75,75,379,Tyrunt,Rock,58,89,77,48,107,1,15840
Duskull,Ghost,20,40,90,25,175,Aerodactyl,Rock,80,105,65,130,340,0,15841
Dusclops,Ghost,40,70,130,25,265,Alolan Geodude,Rock,40,80,100,20,170,1,15842
Tropius,Grass,99,68,83,51,301,Alolan Golem,Rock,80,120,130,45,239,1,15843
Chimecho,Psychic,75,50,80,65,270,Alolan Graveler,Rock,55,95,115,35,250,1,15844
Absol,Dark,65,130,60,75,330,Amaura,Rock,77,59,50,46,102,1,15845
Mega Absol,Dark,65,150,60,115,390,Anorith,Rock,45,95,50,75,115,1,15846
Wynaut,Psychic,95,23,48,23,189,Archen,Rock,55,112,45,70,259,0,15847
Snorunt,Ice,50,50,50,50,200,Archeops,Rock,75,140,65,110,290,0,15848
Glalie,Ice,80,80,80,80,320,Armaldo,Rock,75,125,100,45,265,1,15849
Mega Glalie,Ice,80,120,80,100,380,Aurorus,Rock,123,77,72,58,270,1,15850
Spheal,Ice,70,40,50,25,185,Barbaracle,Rock,72,105,115,68,340,0,15851
Sealeo,Ice,90,60,70,45,265,Bastiodon,Rock,60,52,168,30,280,0,15852
Walrein,Ice,110,80,90,65,345,Binacle,Rock,42,52,67,50,171,1,15853
Clamperl,Water,35,64,85,32,216,Boldore,Rock,70,105,105,20,172,1,15854
Huntail,Water,55,104,105,52,316,Bonsly,Rock,50,80,95,10,27,1,15855
Gorebyss,Water,55,84,105,52,296,Carbink,Rock,50,50,150,50,132,1,15856
Relicanth,Water,100,90,130,55,375,Carkol,Rock,80,60,90,50,-80,1,15857
Luvdisc,Water,43,30,55,97,225,Coalossal,Rock,110,80,120,30,220,1,15858
Bagon,Dragon,45,75,60,50,230,Cradily,Rock,86,81,97,43,232,0,15859
Shelgon,Dragon,65,95,100,50,310,Cranidos,Rock,67,125,40,58,195,1,15860
Salamence,Dragon,95,135,80,100,410,Diancie,Rock,50,100,150,50,350,1,15861
Mega Salamence,Dragon,95,145,130,120,490,Geodude,Rock,40,80,100,20,95,1,15862
Beldum,Steel,40,55,80,30,205,Gigalith,Rock,85,135,130,25,265,0,15863
Metang,Steel,60,75,100,50,285,Golem,Rock,80,120,130,45,225,1,15864
Metagross,Steel,80,135,130,70,415,Graveler,Rock,55,95,115,35,30,1,15865
Mega Metagross,Steel,80,145,150,110,485,Kabuto,Rock,30,80,90,55,110,1,15866
Regirock,Rock,80,100,200,50,430,Kabutops,Rock,60,115,105,80,260,1,15867
Regice,Ice,80,50,100,50,280,Larvitar,Rock,50,64,50,41,105,1,15868
Registeel,Steel,80,75,150,50,355,Lileep,Rock,66,41,77,23,57,1,15869
Latias,Dragon,80,80,90,110,360,Lunatone,Rock,90,55,65,70,200,1,15870
Mega Latias,Dragon,80,100,120,110,410,Lycanroc Dusk Form,Rock,75,117,65,110,267,1,15871
Latios,Dragon,80,90,80,110,360,Lycanroc Midday Form,Rock,75,115,65,112,277,1,15872
Mega Latios,Dragon,80,130,100,110,420,Lycanroc Midnight Form,Rock,85,115,75,82,227,1,15873
Kyogre,Water,100,100,90,90,380,Mega Aerodactyl,Rock,80,135,85,150,250,1,15874
Primal Kyogre,Water,100,150,90,90,430,Mega Diancie,Rock,50,160,110,110,130,1,15875
Groudon,Ground,100,150,140,90,480,Mega Tyranitar,Rock,100,164,150,71,185,1,15876
Primal Groudon,Ground,100,180,160,90,530,Minior Core Form,Rock,60,100,60,120,340,1,15877
Rayquaza,Dragon,105,150,90,95,440,Minior Meteor Form,Rock,60,60,100,60,130,1,15878
Mega Rayquaza,Dragon,105,180,100,115,500,Nihilego,Rock,109,53,47,103,132,1,15879
Jirachi,Steel,100,100,100,100,400,Nosepass,Rock,30,45,135,30,40,1,15880
Deoxys Normal Forme,Psychic,50,150,50,150,400,Omanyte,Rock,35,40,100,35,60,1,15881
Deoxys Attack Forme,Psychic,50,180,20,150,400,Omastar,Rock,70,60,125,55,130,1,15882
Deoxys Defense Forme,Psychic,50,70,160,90,370,Onix,Rock,35,45,160,70,240,1,15883
Deoxys Speed Forme,Psychic,50,95,90,180,415,Own Tempo Rockruff,Rock,45,65,40,60,115,1,15884
Turtwig,Grass,55,68,64,31,218,Probopass,Rock,60,55,145,40,232,0,15885
Grotle,Grass,75,89,85,36,285,Pupitar,Rock,70,84,70,51,-81,1,15886
Torterra,Grass,95,109,105,56,365,Rampardos,Rock,97,165,60,58,162,1,15887
Chimchar,Fire,44,58,44,61,207,Regirock,Rock,80,100,200,50,401,0,15888
Monferno,Fire,64,78,52,81,275,Rockruff,Rock,45,65,40,60,171,1,15889
Infernape,Fire,76,104,71,108,359,Roggenrola,Rock,55,75,85,15,178,1,15890
Piplup,Water,53,51,53,40,197,Rolycoly,Rock,30,40,50,30,48,1,15891
Prinplup,Water,64,66,68,50,248,Shieldon,Rock,30,42,118,30,88,1,15892
Empoleon,Water,84,86,88,60,318,Solrock,Rock,90,95,85,70,168,1,15893
Starly,Normal,40,55,30,60,185,Stakataka,Rock,61,131,211,13,402.25,0,15894
Staravia,Normal,55,75,50,80,260,Stonjourner,Rock,100,125,135,70,392.5,0,15895
Staraptor,Normal,85,120,70,100,375,Sudowoodo,Rock,70,100,115,30,255,1,15896
Bidoof,Normal,59,45,40,31,175,Terrakion,Rock,91,129,90,108,395.5,0,15897
Bibarel,Normal,79,85,60,71,295,Tyranitar,Rock,100,134,110,61,362.5,0,15898
Kricketot,Bug,37,25,41,25,128,Tyrantrum,Rock,82,121,119,71,368,0,15899
Kricketune,Bug,77,85,51,65,278,Tyrunt,Rock,58,89,77,48,187,1,15900
Shinx,Electric,45,65,34,45,189,Aerodactyl,Rock,80,105,65,130,250,0,15901
Luxio,Electric,60,85,49,60,254,Alolan Geodude,Rock,40,80,100,20,197.5,1,15902
Luxray,Electric,80,120,79,70,349,Alolan Golem,Rock,80,120,130,45,315,1,15903
Budew,Grass,40,30,35,55,160,Alolan Graveler,Rock,55,95,115,35,240,0,15904
Roserade,Grass,60,70,65,90,285,Amaura,Rock,77,59,50,46,92,1,15905
Cranidos,Rock,67,125,40,58,290,Anorith,Rock,45,95,50,75,15,1,15906
Rampardos,Rock,97,165,60,58,380,Archen,Rock,55,112,45,70,-48,1,15907
Shieldon,Rock,30,42,118,30,220,Archeops,Rock,75,140,65,110,306,0,15908
Bastiodon,Rock,60,52,168,30,310,Armaldo,Rock,75,125,100,45,241,1,15909
Burmy,Bug,40,29,45,36,150,Aurorus,Rock,123,77,72,58,301,0,15910
Wormadam Plant Cloak,Bug,60,59,85,36,240,Barbaracle,Rock,72,105,115,68,301,0,15911
Wormadam Sandy Cloak,Bug,60,79,105,36,280,Bastiodon,Rock,60,52,168,30,270.5,1,15912
Wormadam Trash Cloak,Bug,60,69,95,36,260,Binacle,Rock,42,52,67,50,142,1,15913
Mothim,Bug,70,94,50,66,280,Boldore,Rock,70,105,105,20,206,1,15914
Combee,Bug,30,30,42,70,172,Bonsly,Rock,50,80,95,10,205,0,15915
Vespiquen,Bug,70,80,102,40,292,Carbink,Rock,50,50,150,50,260,1,15916
Pachirisu,Electric,60,45,70,95,270,Carkol,Rock,80,60,90,50,235,1,15917
Buizel,Water,55,65,35,85,240,Coalossal,Rock,110,80,120,30,80,1,15918
Floatzel,Water,85,105,55,115,360,Cradily,Rock,86,81,97,43,202,1,15919
Cherubi,Grass,45,35,45,35,160,Cranidos,Rock,67,125,40,58,220,0,15920
Cherrim,Grass,70,60,70,85,285,Diancie,Rock,50,100,150,50,230,1,15921
Shellos,Water,76,48,48,34,206,Geodude,Rock,40,80,100,20,48,1,15922
Gastrodon,Water,111,83,68,39,301,Gigalith,Rock,85,135,130,25,209,1,15923
Ambipom,Normal,75,100,66,115,356,Golem,Rock,80,120,130,45,325,1,15924
Drifloon,Ghost,90,50,34,70,244,Graveler,Rock,55,95,115,35,250,0,15925
Drifblim,Ghost,150,80,44,80,354,Kabuto,Rock,30,80,90,55,175,1,15926
Buneary,Normal,55,66,44,85,250,Kabutops,Rock,60,115,105,80,327,0,15927
Lopunny,Normal,65,76,84,105,330,Larvitar,Rock,50,64,50,41,167,1,15928
Mega Lopunny,Normal,65,136,94,135,430,Lileep,Rock,66,41,77,23,139,1,15929
Mismagius,Ghost,60,60,60,105,285,Lunatone,Rock,90,55,65,70,160,1,15930
Honchkrow,Dark,100,125,52,71,348,Lycanroc Dusk Form,Rock,75,117,65,110,242,1,15931
Glameow,Normal,49,55,42,85,231,Lycanroc Midday Form,Rock,75,115,65,112,339.5,0,15932
Purugly,Normal,71,82,64,112,329,Lycanroc Midnight Form,Rock,85,115,75,82,316,1,15933
Chingling,Psychic,45,30,50,45,170,Mega Aerodactyl,Rock,80,135,85,150,420,0,15934
Stunky,Poison,63,63,47,74,247,Mega Diancie,Rock,50,160,110,110,367,0,15935
Skuntank,Poison,103,93,67,84,347,Mega Tyranitar,Rock,100,164,150,71,438.5,0,15936
Bronzor,Steel,57,24,86,23,190,Minior Core Form,Rock,60,100,60,120,292,0,15937
Bronzong,Steel,67,89,116,33,305,Minior Meteor Form,Rock,60,60,100,60,102,1,15938
Bonsly,Rock,50,80,95,10,235,Nihilego,Rock,109,53,47,103,232,1,15939
Mime Jr.,Psychic,20,25,45,60,150,Nosepass,Rock,30,45,135,30,215,0,15940
Happiny,Normal,100,5,5,30,140,Omanyte,Rock,35,40,100,35,207.5,0,15941
Chatot,Normal,76,65,45,91,277,Omastar,Rock,70,60,125,55,277.5,0,15942
Spiritomb,Ghost,50,92,108,35,285,Onix,Rock,35,45,160,70,218,1,15943
Gible,Dragon,58,70,45,42,215,Own Tempo Rockruff,Rock,45,65,40,60,140,1,15944
Gabite,Dragon,68,90,65,82,305,Probopass,Rock,60,55,145,40,255,1,15945
Garchomp,Dragon,108,130,95,102,435,Pupitar,Rock,70,84,70,51,145,1,15946
Mega Garchomp,Dragon,108,170,115,92,485,Rampardos,Rock,97,165,60,58,210,1,15947
